   1 	    90.0898 
   2 	    94.3727 
   3 	    97.6703 
   4 	   102.0031 
   5 	   105.3421 
   6 	   109.7271 
   7 	   113.0932 
   8 	   117.4065 
   9 	   120.8175 
  10 	   125.1168 
  11 	   128.5163 
  12 	   132.8233 
  13 	   136.3396 
  14 	   140.6647 
  15 	   144.1067 
  16 	   148.4991 
  17 	   151.9066 
  18 	   156.2462 
  19 	   159.7624 
  20 	   164.1162 
  21 	   167.6114 
  22 	   172.0322 
  23 	   175.6289 
  24 	   179.9762 
  25 	   183.5112 
  26 	   187.8749 
  27 	   191.5306 
  28 	   195.8655 
  29 	   199.4925 
  30 	   203.9282 
  31 	   207.6637 
  32 	   211.9551 
  33 	   215.7882 
  34 	   220.0383 
  35 	   223.9038 
  36 	   228.2032 
  37 	   232.0694 
  38 	   236.3545 
  39 	   240.2772 
  40 	   244.5848 
  41 	   248.4852 
  42 	   252.7728 
  43 	   256.7849 
  44 	   261.0570 
  45 	   265.0731 
  46 	   269.5060 
  47 	   273.4724 
  48 	   277.7715 
  49 	   281.8297 
  50 	   286.1703 
  51 	   290.4086 
