   1 	    10.0620 
   2 	    13.1583 
   3 	    16.1610 
   4 	    19.1913 
   5 	    22.2618 
   6 	    25.1651 
   7 	    28.2157 
   8 	    31.3310 
   9 	    34.1659 
  10 	    37.2802 
  11 	    40.0282 
